nama_media,jenis_media,penanggung_jawab,pemimpin_redaksi,badan_hukum,provinsi,alamat,telp,email,website,status,tanggal
NET. Jember d/h TV Anak Jember,Televisi,,,PT,Jawa Timur,"Kantor: Jl. Nusantara Kav.11 RT.04/RW.12, Perum Bumi Kaliwates Lingkungan Condro Selatan, Kel. Kaliwates, Kec. Kaliwates

Pemancar: Jl. Raya Rembangan RT.03/RW.07, Dusun Darungan, Desa Kemuning Lor, Kec. Arjasa",,,,Terverifikasi Administrasi,2018-09-04
Surabaya TV,Televisi,,,PT,Jawa Timur,"RUKO PERMATA BINTARO KAV. 22'-23 KEL. DR SUTOMO, TEGALSARI",,,,Terverifikasi Administrasi,2018-09-04
Pacitan TV/JTV Pacitan,Televisi,,,PT,Jawa Timur,,,,,Terverifikasi Administrasi,2018-09-04
Trenggalek TV/JTV Trenggalek,Televisi,,,PT,Jawa Timur,"Jl. KH. Ahmad dahlan No.28, Kab. Trenggalek",,,,Terverifikasi Administrasi,2018-09-04
JM TV,Televisi,,,PT,Jawa Timur,"Kantor Dan Studio:
Jl. Hayam Wuruk No.148A, Kel. Sempursari, Kec. Kaliwates, Kab. Jember
Pemancar:
Dusun Andongsari, Desa Tugusari, Kec. Bangsaksari, Kab. Jember",,,,Terverifikasi Administrasi,2018-09-04
JMTV,Televisi,,,PT,Jawa Timur,"Kantor dan studio:
Jl. Panglegur 100, Kel. Panglegur, Kec. Tlamakam, Kab. Pamekasan
Pemancar:
Desa Cenlecen, Kac. Pakong, Kab. pamekasan",,,,Terverifikasi Administrasi,2018-09-04
Jember TV,Televisi,,,PT,Jawa Timur,"Kantor : Jl. Imam Bonjol 129, Kel. Tegal Besar, Kec. Kaliwates, Kota Jember
Pemancar : Jl. Raya Rembangan, Ds. Kemuning Lor, Kec. Arjasa",,,,Terverifikasi Administrasi,2018-09-04
JTV Banyuwangi,Televisi,,,PT,Jawa Timur,"Kantor : Jl. Ikan Paus No.4, Kel. Karang Rejo, Kec. Banyuwangi, Kota Banyuwangi
Pemancar : Kel. Alas Malang, Kec. Singojuruh, Banyuwangi, Jawa Timur",,,,Terverifikasi Administrasi,2018-09-04
Matoh TV,Televisi,,,PT,Jawa Timur,"Kantor : Jl. A. Yani No.39, Ds. Kalianyar, Kec. Kapas, Kab. Bojonegoro
Pemancar : Ds. Ngesong, Desa Ngandong, Kec. Rengel, Tuban",,,,Terverifikasi Administrasi,2018-09-04
Bondowoso TV,Televisi,,,PT,Jawa Timur,"Kantor : Jl. Ahmad Yani No. 8-10, Kab. Bondowoso
Pemancar : Desa Sukorejo, Kec. Sumber Waringin, Kab. Bondowoso",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Metro TV Jawa Timur,Televisi,,,PT,Jawa Timur,"Jl. Ketampon, Ruko Permata Bintaro, Kav.118-123, Kel. Tegalsari, Kec. Tegalsari.
Pemancar : Jl. Sambisari 3 No. 5, Kec. Lontar, Kota Surabaya, Prov. Jawa Timur",,,,Terverifikasi Administrasi,2018-09-04
JP Vision,Televisi,,,PT,Jawa Timur,"Jl. A. YANI  NO 88 KEL. KETINTANG, KEC. GAYUNGAN, KOTA SURABAYA, PROV. JAWA TIMUR",,,,Terverifikasi Administrasi,2018-09-04
Media Visual,Televisi,,,PT,Jawa Timur,"Jl. Kapten Ilyas No.7, RT 02, RW. 02, Kel. Singonegaran, Kec. Banyuwangi, Kab. Banyuwangi, Prov. Jawa Timur",,,,Terverifikasi Administrasi,2018-09-04
Lumajang Vision,Televisi,,,PT,Jawa Timur,"Jl. Kyai Ilyas No.143B, Citrodiwangsan",,,,Terverifikasi Administrasi,2018-09-04
Hikmah Vision,Televisi,,,PT,Jawa Timur,"Jl. Jembatan Mesem Pangaporan, Kel. Plakpak, Kec. Pegantenan",,,,Terverifikasi Administrasi,2018-09-04
Mojo Media Vision,Televisi,,,PT,Jawa Timur,"Jl. Nangka No.66, Kel. Wates, Kec. Magersari, Kota Mojokerto, Prov. Jawa Timur",,,,Terverifikasi Administrasi,2018-09-04
Java Vision,Televisi,,,PT,Jawa Timur,"Kantor : Jl. Kawi Ruko Mojoroto No. 6, Kel. Mojoroto, Kec. Mojoroto, Kota Kediri, Prov. Jawa Timur d/h Jl. Kawi, Ruko Mojoroto Indah A-8, Kel. Mojoroto, Kec. Mojoroto, Kab. Kediri",,,,Terverifikasi Administrasi,2018-09-04
Radio Suara Surabaya,Radio,,,PT,Jawa Timur,Jl. Wonokitri Besar 40 C Surabaya,(031) 5683040,,,Terverifikasi Administrasi dan Faktual,2018-09-04
JTV,Televisi,,,PT,Jawa Timur,"Kompleks Graha Pena Surabaya
Jl. Ahmad Yani No. 88 Surabaya",031-8202170,,,Terverifikasi Administrasi dan Faktual,2018-09-04
SBO TV,Televisi,,,PT,Jawa Timur,"Jl. A. Yani 88 Gedung Graha Pena Lt. 21 Ketintang, Gayungan Surabaya",031-8202071,korlipsbotv@gmail.com,sbo.co.id,Terverifikasi Administrasi dan Faktual,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
KCTV,Televisi,,,PT,Kalimantan Barat,"Jl. Abdurrahman Saleh Gg. Pembangunan No.9, Kel. Bangka Belitung Laut, Kec. Pontianak Tenggara, Kota Pontianak",,,,Terverifikasi Administrasi,2018-09-04
Khatulistiwa TV,Televisi,,,PT,Kalimantan Barat,"Jl. Abdullah Kav.14 KOMP. MK TV, Kel. Tanjung Hulu, Kec. Pontianak Timur",,,,Terverifikasi Administrasi,2018-09-04
tvOne Pontianak,Televisi,,,PT,Kalimantan Barat,"Jl. Ahmad Yani No.06, Kel. Benua Melayu Barat, Kec. Pontianak Selatan, Kota Pontianak",,,,Terverifikasi Administrasi,2018-09-04
GTV Pontianak,Televisi,,,PT,Kalimantan Barat,,,,,Terverifikasi Administrasi,2018-09-04
Trans TV Pontianak,Televisi,,,PT,Kalimantan Barat,"Alamat Pemancar : Jl. Karya Baru, Kel. Parit Tokaya, Kec. Pontianak Selatan, Kota Pontianak",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 Pontianak,Televisi,,,PT,Kalimantan Barat,"Jl. Karya Baru, Gg. Karya Baru I, Parit Tokaya, Pontianak Selatan",,,,Terverifikasi Administrasi,2018-09-04
Metro TV Pontianak,Televisi,,,PT,Kalimantan Barat,"Jl. Abdurrahman Saleh Gg. Ilham, Kel. Bangka Belitung Laut, Kec. Pontianak Tenggara",,,,Terverifikasi Administrasi,2018-09-04
TV B,Televisi,,,PT,Kalimantan Selatan,"Jl. As Musyaffa No.16 (Gdg. Hj Djok Mentaya Lt.3), Kel. Sungai Lulut, Kec. Banjarmasin Timur, Kota Banjarmasin",,,,Terverifikasi Administrasi,2018-09-04
Banjar TV,Televisi,,,PT,Kalimantan Selatan,"Jl. Gatot Subroto Raya No.8C, Banjarmasin Timur",,,,Terverifikasi Administrasi,2018-09-04
Bchannel Banjarmasin/ dh. Barito Channel,Televisi,,,PT,Kalimantan Selatan,"Jl. Ahmad Yani KM 1 No.23D, Sungai Baru, Banjarmasin Tengah",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Borneo TV,Televisi,,,PT,Kalimantan Selatan,"Jl. C Bangas No.11 Lt.3, Langkai, Pahandut",,,,Terverifikasi Administrasi,2018-09-04
tvOne Banjarmasin,Televisi,,,PT,Kalimantan Selatan,"Jl. Ahmad Yani KM 6, Kota Banjarmasin",,,,Terverifikasi Administrasi,2018-09-04
Indosiar Banjarmasin,Televisi,,,PT,Kalimantan Selatan,"Jl. Cemara Angsana II No.35, RT.24",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Banjarmasin,Televisi,,,PT,Kalimantan Selatan,"Jl. Pramuka, Komplek Semanda I, No.26 RT.20, Kel. Sungai Lulut, Kec. Banjarmasin Timur",,,,Terverifikasi Administrasi,2018-09-04
Global TV,Televisi,,,PT,Kalimantan Selatan,"Jl. Pramuka, Komplek Semanda I, No.30 RT/RW 20/30, Kel. Sungai Lulut, Kec. Banjarmasin Timur",,,,Terverifikasi Administrasi,2018-09-04
Metro TV Kalsel,Televisi,,,PT,Kalimantan Selatan,"Jl. Pramuka Rt.20, Kel. Sungai Lulut, Kec. Banjarmasin Timur",,,,Terverifikasi Administrasi,2018-09-04
Amaco Media,Televisi,,,PT,Kalimantan Selatan,"Jl. Intan 1 No.7/9, Komp. Amaco Banjarbaru",,,,Terverifikasi Administrasi,2018-09-04
Anggrek Vision,Televisi,,,PT,Kalimantan Selatan,"Jl. Anggrek 6 kiri No.94 RT.05, Kel. Pemetaan, Kec. Purung Pundak, Kab. Tabalog",,,,Terverifikasi Administrasi,2018-09-04
Karias TV,Televisi,,,PT,Kalimantan Selatan,"Jl. Abdul Aziz RT.02 No.30, Kel. Sungai Karias, Kec. Amuntai Tengah",,,,Terverifikasi Administrasi,2018-09-04
Gamasi Vision,Televisi,,,PT,Kalimantan Selatan,"Jl. KARYA STHIL No.01 RT/RW 01/01, Kel. Kampung Baru, Kec. Simpang Empat",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Maxima Vision,Televisi,,,PT,Kalimantan Selatan,"Jl. Gatot Subroto No.7A RT.26, Kel. Sungai Lulut, Kec. Banjarmasin Timur",,,,Terverifikasi Administrasi,2018-09-04
Selidah & Perseda Vision,Televisi,,,PT,Kalimantan Selatan,"Kantor, Pengendali, Headend :
Jl. Gusti Seman No.10, RT.24, Kel. Ulu Banteng, Kec. Marabahan",,,,Terverifikasi Administrasi,2018-09-04
Oedien's Vision,Televisi,,,PT,Kalimantan Selatan,"Kantor, Pengendali, Headend :
Jl. Taman Melati No.19B RT.02 RW.01, Kel. Semayap, Kec. Pulau Laut Utara",,,,Terverifikasi Administrasi,2018-09-04
Tibung Raya Multimedia,Televisi,,,PT,Kalimantan Selatan,"Jl. Jend. Sudirman No.29 RT.07, Kel. Tibung Raya, Kec. Kandangan",,,,Terverifikasi Administrasi,2018-09-04
Oggi Vision,Televisi,,,PT,Kalimantan Selatan,"Jl. Lambung Mangkurat, RT.04 No.74, Kel. Palampitan Hilir Utara, Kec. Amuntai Tengah",,,,Terverifikasi Administrasi,2018-09-04
Kapuas Vision,Televisi,,,PT,Kalimantan Selatan,"Jl. Keruin Gg.IV No. 38 Ujung, Kel. Selat Dalam, Kec. Selat",,,,Terverifikasi Administrasi,2018-09-04
ANTV Palangkaraya,Televisi,,,PT,Kalimantan Tengah,"Jl. DI Panjaitan No.1, RT.2/1, Kel. Palangkaraya, Kec. Jekan Raya, Kota Palangkaraya, Kalteng",,,,Terverifikasi Administrasi,2018-09-04
Fiesta TV,Televisi,,,PT,Kalimantan Tengah,"Jl. RTA. Milono KM.4,5, RT.04/RW.13, Kel. Langkai, Kec. Pahandut",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Palangkaraya,Televisi,,,PT,Kalimantan Tengah,"Jl. Tumenggung Tilung XI, Kel. Menteng, Kec. Jetang Raya",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 Palangkaraya,Televisi,,,PT,Kalimantan Tengah,"Jl. Tumenggung Tilung XI, Kel. Menteng, Kec. Jetang Raya",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Global TV Palangkaraya,Televisi,,,PT,Kalimantan Tengah,"Jl. Tumenggung Tilung XIII No.20 RT.01/RW.VIII, Kel. Jekan Raya, Kec. Jekan Raya",,,,Terverifikasi Administrasi,2018-09-04
TPI Palangkaraya,Televisi,,,PT,Kalimantan Tengah,,,,,Terverifikasi Administrasi,2018-09-04
Hayat TV,Televisi,,,PT,Kalimantan Tengah,"Jl. H.M. Arsyad No. 5, Kel. Mentawa Baru Hulu, Kec, M.B Ketapang",,,,Terverifikasi Administrasi,2018-09-04
Mandiri,Televisi,,,PT,Kalimantan Tengah,"Jl. Temanggung Tandang No. 34, Kel Langkai, Kec. Pahandut",,,,Terverifikasi Administrasi,2018-09-04
Sylva Vision,Televisi,,,PT,Kalimantan Tengah,"Jl. A. Yani RT. 1, RW. II, Kel. Beriwit, Kec. Murung",,,,Terverifikasi Administrasi,2018-09-04
Handep Cable Network Entertainment,Televisi,,,PT,Kalimantan Tengah,"Jl. HANKAM RAYA I NO. 147, Kel. Kasongan Lama, Kec. Katingan",,,,Terverifikasi Administrasi,2018-09-04
Batara TV,Televisi,,,PT,Kalimantan Tengah,"Jl. Sumbawa No.11 RT.08, Kel. Melayu, Kec. Teweh Tengah, Kab. Barito Utara",,,,Terverifikasi Administrasi,2018-09-04
Sukamara Barinjam TV/SBTV,Televisi,,,PT,Kalimantan Tengah,"Jl. Cilik Riwut, Kel. Mendawai, Kec. Sukamara, Kab. Sukamara",,,,Terverifikasi Administrasi,2018-09-04
LMTV,Televisi,,,PT,Kalimantan Tengah,"Jl. JC Rangkap, Kel. Naga Bulik, Kec. Bulik, Kab. Lamandau",,,,Terverifikasi Administrasi,2018-09-04
LNG TV,Televisi,,,PT,Kalimantan Timur,"Jl. Raya Kutai, Komplek Town Center PT. BADAK NGL, Kel. Satimpo, Kec. Bontang Selatan",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
tvOne Samarindo,Televisi,,,PT,Kalimantan Timur,"Jl. Dwikora RT.36, Kel. Masjid, Kec. Samarinda Seberang, Kota Samarinda, Prov. Kalimantan Timur",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Samarinda,Televisi,,,PT,Kalimantan Timur,"Jl. Dwikora-Gunung Lampu RT.36, Kel. Mesjid, Kec. Samarinda Seberang, Kota Samarinda",,,,Terverifikasi Administrasi,2018-09-04
Trans7 Samarinda,Televisi,,,PT,Kalimantan Timur,"Jl. Dwikora Gunung Lampu RT.022/RW.007, Kel. Mesjid, Kec. Samarinda Seberang",,,,Terverifikasi Administrasi,2018-09-04
Indosiar Balikpapan,Televisi,,,PT,Kalimantan Timur,Jalan Bonto Bulaeng RT.01/RW.01 No.14 Kel. Repeater Polda Kaltim Kec. Sumbr Rejo,,,,Terverifikasi Administrasi,2018-09-04
Metro TV Kaltim,Televisi,,,PT,Kalimantan Timur,"Jl. Mangku Jenang Rt.12 Simpang Pasir Palaran, Kota Samarinda",,,,Terverifikasi Administrasi,2018-09-04
Surya Kabel,Televisi,,,PT,Kalimantan Timur,"Jl. Imam Bonjol No. 13, Melayu, Tenggarong",,,,Terverifikasi Administrasi,2018-09-04
Mitra Channel,Televisi,,,PT,Kalimantan Timur,"Jl. Jend. Sudirman Rt. 008 No. 08, Klandasan Ulu, Balikpapan Selatan",,,,Terverifikasi Administrasi,2018-09-04
Mahakam Vision,Televisi,,,PT,Kalimantan Timur,"JL. Gatot Subrota NO. 90A, Kel Bandara, Kec Samarinda Utara",,,,Terverifikasi Administrasi,2018-09-04
Grogot Vision,Televisi,,,PT,Kalimantan Timur,"Alamat Kantor, Sta. Pengendali Dan HeadEnd : Jl. P. Singa Maulana Gg. Cempaka, Kel. Tanah Grogot, Kec. Tanah Grogot, Kab. Paser, Kalimantan Timur",,,,Terverifikasi Administrasi,2018-09-04
SPT,Televisi,,,PT,Kalimantan Timur,"Jl. Ranggaina RT.39 No.44, Kel. Karang Anyar, Kec. Tarakan Barat, Kota Tarakan",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Borneo Vision,Televisi,,,PT,Kalimantan Timur,"Jl. Soekarno Hatta No.1 Plaza Rapak RC.20, Kel. Rapak, Kec. Balikpapan,Balikpapan",,,,Terverifikasi Administrasi,2018-09-04
Bu Ka CaTV,Televisi,,,PT,Kalimantan Timur,"Jl. Bunga Matahari no.32, Klandasa Ilir, Balikpapan Selatan",,,,Terverifikasi Administrasi,2018-09-04
Tepian Cable,Televisi,,,PT,Kalimantan Timur,"Jl. Pangeran Antasari No. 79, Air Putih, Samarinda Ulu",,,,Terverifikasi Administrasi,2018-09-04
Balikpapan TV,Televisi,,,PT,Kalimantan Timur,"Jln.Soekarno Hatta Km 3,5 Balikpapan",0542 734998,,,Terverifikasi Administrasi dan Faktual,2018-09-04
batamnews.co.id,Siber,,,PT,Kepulauan Riau,"Jl. Timor Blok D No. 15, Bengkong Dalam, Batam",081260927388,bangindrawan@gmail.com,www.batamnews.co.id,Terverifikasi Administrasi dan Faktual,2018-09-04
mediakepri.co.id,Siber,,,PT,Kepulauan Riau,"Komplek Glory View, Blok C No 10, Batam Centre, Batam",08117012027,redaksimediakepri@gmail.com,www.mediakepri.co.id,Terverifikasi Administrasi dan Faktual,2018-09-04
wartakepri.co.id,Siber,,,PT,Kepulauan Riau,"Kawasan Kota Mandiri Mall Botania 2 Blok E5
Kecamatan Batam Kota â€“ Kota Batam",085264400989,wartakeprionline@gmail.com,www.wartakepri.co.id,Terverifikasi Administrasi dan Faktual,2018-09-04
batamclick.com,Siber,,,PT,Kepulauan Riau,"Kawasan Kota Mandiri Mall Botania 2 Blok E5
Kecamatan Batam Kota â€“ Kota Batam",0823 8482 6007,batamclcik@gmail.com,www.batamclick.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Siger TV,Televisi,,,PT,Lampung,"Jl. Radin Imba Kesuma Ratu, Beringin Raya, Kemiling",,,,Terverifikasi Administrasi,2018-09-04
Tegar TV,Televisi,,,PT,Lampung,"Jl. Zaenal Abidin Pagar Alam No.12, Kel. Labuhan Ratu, Kec. Kedaton, Kota Bandar Lampung, Lampung",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Bchannel Lampung/dh. Krakatau TV,Televisi,,,PT,Lampung,"Jl. Pangeran Antasari No. 142, Kel. Tanjung Baru, Kec. Sukabumi",,,,Terverifikasi Administrasi,2018-09-04
ANTV Lampung,Televisi,,,PT,Lampung,"Jl. Perumka No.10 RT.03, LK.01, Desa Sukadanaham, Kec. Tanjung Karang Barat",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Lampung,Televisi,,,PT,Lampung,,,,,Terverifikasi Administrasi,2018-09-04
Indosiar Lampung,Televisi,,,PT,Lampung,,,,,Terverifikasi Administrasi,2018-09-04
Metro TV Lampung,Televisi,,,PT,Lampung,"Kantor       : Jl. Ahmad Yani No.7, Kel. Palapa, Kec. Tanjung Karang Pusat, Kota Bandar Lampung
Pemancar : Jl. Hutan Raya wan Abdurahman, Desa Buladu, Kec. Gunung Batung",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 Lampung,Televisi,,,PT,Lampung,,,,,Terverifikasi Administrasi,2018-09-04
TPI Bandar Lampung,Televisi,,,PT,Lampung,,,,,Terverifikasi Administrasi,2018-09-04
GTV Lampung,Televisi,,,PT,Lampung,,,,,Terverifikasi Administrasi,2018-09-04
Kupas Tuntas,Cetak,,,PT,Lampung,"Jl. Turi Raya Gang Perintis No.101, Kec Tanjung Senang, Bandarlampung",0721-773331,redaksi_kupastuntas@yahoo.co.id,,Terverifikasi Administrasi dan Faktual,2018-09-04
Molluca TV,Televisi,,,PT,Maluku,"Jl. Inatuni x no.8, Amantelu, Sirimau",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Trans TV Ambon,Televisi,,,PT,Maluku,"JL. JATI BESAR, Kel JATI, Kec TERNATE SELATAN",,,,Terverifikasi Administrasi,2018-09-04
ANTV Ambon,Televisi,,,PT,Maluku,"Jl. Telaga Raja RT.007/01, Kel. Batu Gajah, Kec. Sirimau",,,,Terverifikasi Administrasi,2018-09-04
TPI Lintas Ambon,Televisi,,,PT,Maluku,"Alamat Pemancar:
Jl. Gunung Nona, Bukit Gresir, Kramat Jaya, Kec. Nusaniwe Ambon",,,,Terverifikasi Administrasi,2018-09-04
Bchannel Ambon/ dh. Panorama TV,Televisi,,,PT,Maluku,"Jl. Telaga Raya RT.005 RW.01, Kel. Batu Gajah, Kec. Sirimau, Kota Ambon",,,,Terverifikasi Administrasi,2018-09-04
Indosiar Ambon,Televisi,,,PT,Maluku,"Jl. Rijali No.45 RT.005/04, Kel. Karang Panjang",,,,Terverifikasi Administrasi,2018-09-04
Metro TV Maluku,Siber,,,PT,Maluku,"Jl. Bambu, Kel. Kuda Mati, Kec. Musaniwe, Kab. Ambon",,,,Terverifikasi Administrasi,2018-09-04
TV Kabel Thunggal,Televisi,,,PT,Maluku,"Jl. Listrik Negara No.18A, Kel. Batu Gajah, Kec. Sirimau",,,,Terverifikasi Administrasi,2018-09-04
Radio DMS,Radio,,,PT,Maluku,Jl. A.Y. Patty No. 21 Lantai II,0911-353325,erick@radiodms.com,,Terverifikasi Administrasi dan Faktual,2018-09-04
Gamalama TV,Televisi,,,PT,Maluku Utara,"Jl. Hasan Boesoeri No.500, Kel. Gamalama, Kec. Kota Ternate Selatan",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Ternate,Televisi,,,PT,Maluku Utara,"Jl. Jati, Kel. Jati, Kec. Ternate Selatan",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
ANTV Mataram,Televisi,,,PT,Nusa Tenggara Barat,"JL. PANJI TILAR NEGARA NO.65 KEKALIK, KEL KEKALIK JAYA, kec SEKARBELA",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 mataram,Televisi,,,PT,Nusa Tenggara Barat,"Jl. Bung Karno No.22, Mataram Timur, Mataram",,,,Terverifikasi Administrasi,2018-09-04
Lombok TV,Televisi,,,PT,Nusa Tenggara Barat,"Jl. Panji Tilar Negara no.65, Tanjung Karang, Ampenan",,,,Terverifikasi Administrasi,2018-09-04
tvOne Lombok,Televisi,,,PT,Nusa Tenggara Barat,"Kec. Gerung, Kota Lombok Barat",,,,Terverifikasi Administrasi,2018-09-04
Metro TV NTB,Televisi,,,PT,Nusa Tenggara Barat,,,,,Terverifikasi Administrasi,2018-09-04
Trans TV Mataram,Televisi,,,PT,Nusa Tenggara Barat,Jl. Bung Karno No.22,,,,Terverifikasi Administrasi,2018-09-04
SCTV Mataram,Televisi,,,PT,Nusa Tenggara Barat,,,,,Terverifikasi Administrasi,2018-09-04
Bchannel Kupang/ dh. Timot TV,Televisi,,,PT,Nusa Tenggara Barat,"Jl. R.W. Monginsidi RT.017/005, Kel. Fatululi, Kec. Oebobo",,,,Terverifikasi Administrasi,2018-09-04
Trans TV Kupang,Televisi,,,PT,Nusa Tenggara Barat,"Jl. HR Koroh, Kel. Sikumanam Kec. Maulafa, Kota Kupang",,,,Terverifikasi Administrasi,2018-09-04
Madika TV,Televisi,,,PT,Nusa Tenggara Barat,"Jl. Perintis Kemerdekaan No.16, Kel. Pasir Panjang, Kec. Kelapa Lima",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Sindo TV Kupang,Televisi,,,PT,Nusa Tenggara Barat,"Jl. Tompello No.31, Kel. Oetete, Kec. Oebobo
Pemancar : Jl. RCTI, Kel. Belo, Kec. Maulafa, Kota Kupang",,,,Terverifikasi Administrasi,2018-09-04
Indosiar Kupang,Televisi,,,PT,Nusa Tenggara Barat,"Jl. HR Koroh, RT/RW 24/10, Kel. Sikumana, Kec. Maulafa, Kota Kupang",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 Kupang,Televisi,,,PT,Nusa Tenggara Barat,"Jl. HR Koroh RT/RW 24/01, Kel. Sikumana, Kec. Maulafa, Kota Kupang",,,,Terverifikasi Administrasi,2018-09-04
Metro TV NTT,Televisi,,,PT,Nusa Tenggara Barat,"Jl. Jalur 40, RT/RW 11/06, Kel. Bello, Kec. Maulafa",,,,Terverifikasi Administrasi,2018-09-04
Kemilau TV,Televisi,,,PT,Papua,"Jl. Komplek Komp. Ruko DOK II Bhayangkata, Kel. Jayapura, Kab. Kota Jayapura",,,,Terverifikasi Administrasi,2018-09-04
Indosiar Jayapura,Televisi,,,PT,Papua,,,,,Terverifikasi Administrasi,2018-09-04
Trans TV Jayapura,Televisi,,,PT,Papua,"Jl. Polimak 1, Desa Ardipura, Kec. Jayapura Selatan, Kota Jayapura",,,,Terverifikasi Administrasi,2018-09-04
Trans 7 Jayapura,Televisi,,,PT,Papua,"Jl. TVRI Pemancar Polimak 1, Kel. Ardipura, Kec. Jayapura Selatan",,,,Terverifikasi Administrasi,2018-09-04
Global TV Papua,Televisi,,,PT,Papua,"Jl. Ardipura Bukit Polemak, Kota Jayapura",,,,Terverifikasi Administrasi,2018-09-04
Metro TV Papua,Televisi,,,PT,Papua,"Perumahan KPR Organda Padang Bulan, Kel. Hedam, Kec. Abepura",,,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
Harian Pagi Papua,Cetak,,,PT,Papua,Jl. Raya Abepura Ruko Sumber Air No. 3 Entrop Jayapura,08114800906,redaksiharianpagipapua@gmail.com,,Terverifikasi Administrasi dan Faktual,2018-09-04
Cendrawasih Pos,Cetak,,,PT,Papua,"Jl. Balaikota Entrop, Jayapura",0811480270,redaksi.cepos@gmail.com,,Terverifikasi Administrasi dan Faktual,2018-09-04
tabloidjubi.com,Siber,,,PT,Papua,"Jl. Sakura Gg. Jati No.A5 Perumnas II Waena, Kota Jayapura",0967 574209,redaksionline@tabloidjubi.com,www.tabloidjubi.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Manokwari TV,Televisi,,,PT,Papua Barat,,,,,Terverifikasi Administrasi,2018-09-04
Megavision,Televisi,,,PT,Papua Barat,,,,,Terverifikasi Administrasi,2018-09-04
riauterkini.com,Siber,,,PT,Riau,"Jl. Soekarno Hatta no. 33 (depan SPBU I) Marpoyandamai, Pekanbaru",0761-8418980,redaksi@riauterkini.com,www.riauterkini.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Tabloid Bidik,Cetak,,,PT,Riau,"Jl. Taskurun No. 21 B Kel. Wonorejo, Kec. Marfoyan Damai, Riau",0761-46032,nazarabidik@yahoo.com,www.bidikonline.com,Terverifikasi Administrasi,2018-09-04
Info Riau,Cetak,,,PT,Riau,"Jl. Purwodadi AL Karomah Residence Blok B No.5 Kelurahan Sidomulyo, Panam, Pekanbaru",(0761) 567253,redaksiinforiau@gmail.com,www.inforiau.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Radar Pekanbaru,Cetak,,,PT,Riau,Jl. Arifin Ahmad Blok B No.8 Pekanbaru,0811751315,radarpekanbaru@gmail.com,www.radarpekanbaru.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Tanjungpinang TV,Televisi,,,PT,Riau,Jl. Pramuka No. 3 Kel Tanjung Ayun Sakti Kec Bukit Bestari Kota Tanjungpinang,0771-312127,tanjungpinangtu33uhf@gmail.com,,Terverifikasi Administrasi,2018-09-04
,"Cetak
Radio
Televisi
Siber",,,,,,,,,,
riaumandiri.co,Siber,,,PT,Riau,Gedung Riau Pers Jl. Tuanku Tambusai No.7 Pekanbaru,0761-572168,redaksiriaumandiri@gmail.com,www.riaumandiri.co,Terverifikasi Administrasi dan Faktual,2018-09-04
berazam.com,Siber,,,PT,Riau,"Jl. Setia Maharaja/ Jl. Parit Indah, Perkantoran Grand Sudirman, Blok B -10, Pekanbaru",0761-32308,redaksiberazam@gmail.com,www.berazam.com,Terverifikasi Administrasi dan Faktual,2018-09-04
Intermezo,Cetak,,,PT,Riau,"Jl. Puyuhmas No. 09 Tangkeraan Teakah Marposan Damai, Pekanbaru",081371172221,tabloid_intermezo@yahoo.com,,Terverifikasi Administrasi dan Faktual,2018-09-04
Manakarra TV,Televisi,,,PT,Sulawesi Barat,"Jl. Mangga No.6 Kelurahan Binanga, Kecamatan Mamuju, Kab. Mamuju, Sulbar",,,,Terverifikasi Administrasi,2018-09-04
